no;barangay;type;zip;city;province;region
24143;Garcia;Rural;638;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24144;Hagbuyo;Rural;1190;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24145;Caluasan;Rural;554;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24146;Mahayag;Rural;2215;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24147;Poblacion;Urban;2677;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24148;San Isidro;Rural;1511;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24149;San Jose;Rural;657;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24150;San Vicente;Rural;651;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24151;Santo Niño;Rural;705;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24152;Tomoc;Rural;988;SAN MIGUEL;BOHOL;REGION VII (Central Visayas)
24153;Bayawahan;Urban;875;SEVILLA;BOHOL;REGION VII (Central Visayas)
24154;Cabancalan;Rural;777;SEVILLA;BOHOL;REGION VII (Central Visayas)
24155;Calinga-an;Rural;697;SEVILLA;BOHOL;REGION VII (Central Visayas)
24156;Calinginan Norte;Rural;827;SEVILLA;BOHOL;REGION VII (Central Visayas)
24157;Calinginan Sur;Rural;688;SEVILLA;BOHOL;REGION VII (Central Visayas)
24158;Cambagui;Rural;1176;SEVILLA;BOHOL;REGION VII (Central Visayas)
24159;Ewon;Rural;832;SEVILLA;BOHOL;REGION VII (Central Visayas)
24160;Guinob-an;Rural;659;SEVILLA;BOHOL;REGION VII (Central Visayas)
24161;Lagtangan;Rural;798;SEVILLA;BOHOL;REGION VII (Central Visayas)
24162;Licolico;Urban;893;SEVILLA;BOHOL;REGION VII (Central Visayas)
24163;Lobgob;Rural;951;SEVILLA;BOHOL;REGION VII (Central Visayas)
24164;Magsaysay;Rural;1167;SEVILLA;BOHOL;REGION VII (Central Visayas)
24165;Poblacion;Urban;949;SEVILLA;BOHOL;REGION VII (Central Visayas)
24166;Abachanan;Urban;2090;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24167;Anibongan;Rural;745;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24168;Bugsoc;Rural;2755;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24169;Canlangit;Rural;1510;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24170;Canta-ub;Rural;333;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24171;Casilay;Rural;401;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24172;Danicop;Urban;1027;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24173;Dusita;Rural;586;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24174;Cahayag;Rural;464;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24175;La Union;Rural;683;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24176;Lataban;Rural;521;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24177;Magsaysay;Rural;665;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24178;Matin-ao;Urban;1468;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24179;Man-od;Rural;1035;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24180;Poblacion;Urban;2940;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24181;Salvador;Rural;1760;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24182;San Agustin;Rural;1181;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24183;San Isidro;Rural;1550;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24184;San Jose;Rural;921;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24185;San Juan;Rural;937;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24186;Santa Cruz;Rural;988;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24187;Villa Garcia;Rural;1838;SIERRA BULLONES;BOHOL;REGION VII (Central Visayas)
24188;Abucay Norte;Rural;410;SIKATUNA;BOHOL;REGION VII (Central Visayas)
24189;Abucay Sur;Rural;561;SIKATUNA;BOHOL;REGION VII (Central Visayas)
24190;Badiang;Rural;633;SIKATUNA;BOHOL;REGION VII (Central Visayas)
24191;Bahaybahay;Rural;351;SIKATUNA;BOHOL;REGION VII (Central Visayas)
24192;Cambuac Norte;Rural;700;SIKATUNA;BOHOL;REGION VII (Central Visayas)
24193;Cambuac Sur;Rural;1192;SIKATUNA;BOHOL;REGION VII (Central Visayas)
24194;Canagong;Rural;717;SIKATUNA;BOHOL;REGION VII (Central Visayas)
24195;Libjo;Rural;445;SIKATUNA;BOHOL;REGION VII (Central Visayas)
24196;Poblacion I;Urban;988;SIKATUNA;BOHOL;REGION VII (Central Visayas)
24197;Poblacion II;Rural;338;SIKATUNA;BOHOL;REGION VII (Central Visayas)
24198;Bool;Urban;4929;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24199;Booy;Urban;7896;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24200;Cabawan;Urban;1550;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24201;Cogon;Urban;17266;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24202;Dao;Urban;6772;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24203;Dampas;Urban;7210;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24204;Manga;Urban;6081;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24205;Mansasa;Urban;5396;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24206;Poblacion I;Urban;3323;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24207;Poblacion II;Urban;5856;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24208;Poblacion III;Urban;6511;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24209;San Isidro;Urban;4500;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24210;Taloto;Urban;6176;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24211;Tiptip;Urban;3956;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24212;Ubujan;Urban;4875;TAGBILARAN CITY (Capital);BOHOL;REGION VII (Central Visayas)
24213;Bagacay;Rural;2452;TALIBON;BOHOL;REGION VII (Central Visayas)
24214;Balintawak;Rural;1520;TALIBON;BOHOL;REGION VII (Central Visayas)
24215;Burgos;Rural;879;TALIBON;BOHOL;REGION VII (Central Visayas)
24216;Busalian;Rural;2353;TALIBON;BOHOL;REGION VII (Central Visayas)
24217;Calituban;Rural;3636;TALIBON;BOHOL;REGION VII (Central Visayas)
24218;Cataban;Rural;1251;TALIBON;BOHOL;REGION VII (Central Visayas)
24219;Guindacpan;Rural;2204;TALIBON;BOHOL;REGION VII (Central Visayas)
24220;Magsaysay;Rural;1338;TALIBON;BOHOL;REGION VII (Central Visayas)
24221;Mahanay;Rural;1919;TALIBON;BOHOL;REGION VII (Central Visayas)
24222;Nocnocan;Rural;1791;TALIBON;BOHOL;REGION VII (Central Visayas)
24223;Poblacion;Urban;4693;TALIBON;BOHOL;REGION VII (Central Visayas)
24224;Rizal;Rural;1273;TALIBON;BOHOL;REGION VII (Central Visayas)
24225;Sag;Rural;640;TALIBON;BOHOL;REGION VII (Central Visayas)
24226;San Agustin;Rural;3873;TALIBON;BOHOL;REGION VII (Central Visayas)
24227;San Carlos;Rural;1454;TALIBON;BOHOL;REGION VII (Central Visayas)
24228;San Francisco;Rural;5085;TALIBON;BOHOL;REGION VII (Central Visayas)
24229;San Isidro;Rural;3627;TALIBON;BOHOL;REGION VII (Central Visayas)
24230;San Jose;Urban;5378;TALIBON;BOHOL;REGION VII (Central Visayas)
24231;San Pedro;Rural;1460;TALIBON;BOHOL;REGION VII (Central Visayas)
24232;San Roque;Rural;2419;TALIBON;BOHOL;REGION VII (Central Visayas)
24233;Santo Niño;Rural;3419;TALIBON;BOHOL;REGION VII (Central Visayas)
24234;Sikatuna;Rural;1723;TALIBON;BOHOL;REGION VII (Central Visayas)
24235;Suba;Rural;1654;TALIBON;BOHOL;REGION VII (Central Visayas)
24236;Tanghaligue;Rural;1723;TALIBON;BOHOL;REGION VII (Central Visayas)
24237;Zamora;Rural;1510;TALIBON;BOHOL;REGION VII (Central Visayas)
24238;Banlasan;Rural;873;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24239;Bongbong;Rural;1062;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24240;Catoogan;Rural;799;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24241;Guinobatan;Rural;1954;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24242;Hinlayagan Ilaud;Rural;1060;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24243;Hinlayagan Ilaya;Rural;1850;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24244;Kauswagan;Rural;2178;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24245;Kinan-oan;Rural;1189;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24246;La Union;Rural;1684;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24247;La Victoria;Rural;1542;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24248;Mabuhay Cabigohan;Rural;1032;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24249;Mahagbu;Rural;1024;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24250;Manuel M. Roxas;Rural;1008;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24251;Poblacion;Urban;2979;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24252;San Isidro;Rural;527;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24253;San Vicente;Rural;1707;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24254;Santo Tomas;Rural;909;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24255;Soom;Rural;1713;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24256;Tagum Norte;Rural;1308;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24257;Tagum Sur;Rural;1182;TRINIDAD;BOHOL;REGION VII (Central Visayas)
24258;Bagongbanwa;Rural;809;TUBIGON;BOHOL;REGION VII (Central Visayas)
24259;Bunacan;Rural;983;TUBIGON;BOHOL;REGION VII (Central Visayas)
24260;Banlasan;Rural;873;TUBIGON;BOHOL;REGION VII (Central Visayas)
24261;Batasan (Batasan Island);Rural;959;TUBIGON;BOHOL;REGION VII (Central Visayas)
24262;Bilangbilangan (Bilangbilangan Island);Rural;563;TUBIGON;BOHOL;REGION VII (Central Visayas)
24263;Bosongon;Rural;1078;TUBIGON;BOHOL;REGION VII (Central Visayas)
24264;Buenos Aires;Rural;922;TUBIGON;BOHOL;REGION VII (Central Visayas)
24265;Cabulihan;Rural;2182;TUBIGON;BOHOL;REGION VII (Central Visayas)
24266;Cahayag;Urban;1180;TUBIGON;BOHOL;REGION VII (Central Visayas)
24267;Cawayanan;Rural;1426;TUBIGON;BOHOL;REGION VII (Central Visayas)
24268;Centro (Pob.);Urban;2769;TUBIGON;BOHOL;REGION VII (Central Visayas)
24269;Genonocan;Rural;501;TUBIGON;BOHOL;REGION VII (Central Visayas)
24270;Guiwanon;Rural;1156;TUBIGON;BOHOL;REGION VII (Central Visayas)
24271;Ilihan Norte;Urban;1260;TUBIGON;BOHOL;REGION VII (Central Visayas)
24272;Ilihan Sur;Rural;619;TUBIGON;BOHOL;REGION VII (Central Visayas)
24273;Libertad;Rural;1071;TUBIGON;BOHOL;REGION VII (Central Visayas)
24274;Macaas;Rural;2229;TUBIGON;BOHOL;REGION VII (Central Visayas)
24275;Mocaboc Island;Rural;496;TUBIGON;BOHOL;REGION VII (Central Visayas)
24276;Matabao;Rural;2171;TUBIGON;BOHOL;REGION VII (Central Visayas)
24277;Panadtaran;Urban;1048;TUBIGON;BOHOL;REGION VII (Central Visayas)
24278;Panaytayon;Rural;2309;TUBIGON;BOHOL;REGION VII (Central Visayas)
24279;Pandan;Rural;1308;TUBIGON;BOHOL;REGION VII (Central Visayas)
24280;Pangapasan (Pangapasan Island);Rural;595;TUBIGON;BOHOL;REGION VII (Central Visayas)
24281;Pinayagan Norte;Rural;2104;TUBIGON;BOHOL;REGION VII (Central Visayas)
24282;Pinayagan Sur;Rural;1941;TUBIGON;BOHOL;REGION VII (Central Visayas)
24283;Pooc Occidental (Pob.);Rural;1115;TUBIGON;BOHOL;REGION VII (Central Visayas)
24284;Pooc Oriental (Pob.);Rural;2580;TUBIGON;BOHOL;REGION VII (Central Visayas)
24285;Potohan;Rural;1927;TUBIGON;BOHOL;REGION VII (Central Visayas)
24286;Talenceras;Rural;826;TUBIGON;BOHOL;REGION VII (Central Visayas)
24287;Tan-awan;Rural;950;TUBIGON;BOHOL;REGION VII (Central Visayas)
24288;Tinangnan;Rural;2236;TUBIGON;BOHOL;REGION VII (Central Visayas)
24289;Ubay Island;Rural;202;TUBIGON;BOHOL;REGION VII (Central Visayas)
24290;Ubojan;Rural;1569;TUBIGON;BOHOL;REGION VII (Central Visayas)
24291;Villanueva;Rural;477;TUBIGON;BOHOL;REGION VII (Central Visayas)
24292;Achila;Rural;1246;UBAY;BOHOL;REGION VII (Central Visayas)
24293;Bay-ang;Rural;1626;UBAY;BOHOL;REGION VII (Central Visayas)
24294;Biabas;Rural;2207;UBAY;BOHOL;REGION VII (Central Visayas)
24295;Benliw;Rural;2006;UBAY;BOHOL;REGION VII (Central Visayas)
24296;Bongbong;Rural;779;UBAY;BOHOL;REGION VII (Central Visayas)
24297;Bood;Rural;2397;UBAY;BOHOL;REGION VII (Central Visayas)
24298;Buenavista;Rural;711;UBAY;BOHOL;REGION VII (Central Visayas)
24299;Cagting;Rural;1853;UBAY;BOHOL;REGION VII (Central Visayas)
24300;Camali-an;Rural;528;UBAY;BOHOL;REGION VII (Central Visayas)
24301;Camambugan;Rural;2048;UBAY;BOHOL;REGION VII (Central Visayas)
24302;Casate;Rural;2710;UBAY;BOHOL;REGION VII (Central Visayas)
24303;Katarungan;Rural;1294;UBAY;BOHOL;REGION VII (Central Visayas)
24304;Cuya;Rural;469;UBAY;BOHOL;REGION VII (Central Visayas)
24305;Fatima;Urban;3056;UBAY;BOHOL;REGION VII (Central Visayas)
24306;Gabi;Rural;1303;UBAY;BOHOL;REGION VII (Central Visayas)
24307;Governor Boyles;Rural;784;UBAY;BOHOL;REGION VII (Central Visayas)
24308;Guintabo-an;Rural;625;UBAY;BOHOL;REGION VII (Central Visayas)
24309;Hambabauran;Rural;962;UBAY;BOHOL;REGION VII (Central Visayas)
24310;Humayhumay;Rural;1765;UBAY;BOHOL;REGION VII (Central Visayas)
24311;Ilihan;Rural;843;UBAY;BOHOL;REGION VII (Central Visayas)
24312;Imelda;Rural;1895;UBAY;BOHOL;REGION VII (Central Visayas)
24313;Juagdan;Rural;1106;UBAY;BOHOL;REGION VII (Central Visayas)
24314;Calanggaman;Rural;1590;UBAY;BOHOL;REGION VII (Central Visayas)
24315;Los Angeles;Rural;397;UBAY;BOHOL;REGION VII (Central Visayas)
24316;Lomangog;Rural;2033;UBAY;BOHOL;REGION VII (Central Visayas)
24317;Pag-asa;Rural;1081;UBAY;BOHOL;REGION VII (Central Visayas)
24318;Pangpang;Rural;1038;UBAY;BOHOL;REGION VII (Central Visayas)
24319;Poblacion;Urban;3698;UBAY;BOHOL;REGION VII (Central Visayas)
24320;San Francisco;Rural;1497;UBAY;BOHOL;REGION VII (Central Visayas)
24321;San Isidro;Rural;583;UBAY;BOHOL;REGION VII (Central Visayas)
24322;San Pascual;Rural;3088;UBAY;BOHOL;REGION VII (Central Visayas)
24323;San Vicente;Rural;962;UBAY;BOHOL;REGION VII (Central Visayas)
24324;Sentinila;Rural;936;UBAY;BOHOL;REGION VII (Central Visayas)
24325;Sinandigan;Rural;1923;UBAY;BOHOL;REGION VII (Central Visayas)
24326;Tapal;Rural;1212;UBAY;BOHOL;REGION VII (Central Visayas)
24327;Tapon;Rural;2514;UBAY;BOHOL;REGION VII (Central Visayas)
24328;Tintinan;Rural;580;UBAY;BOHOL;REGION VII (Central Visayas)
24329;Tipolo;Rural;2208;UBAY;BOHOL;REGION VII (Central Visayas)
24330;Tubog;Rural;868;UBAY;BOHOL;REGION VII (Central Visayas)
24331;Tuboran;Rural;1135;UBAY;BOHOL;REGION VII (Central Visayas)
24332;Union;Rural;2412;UBAY;BOHOL;REGION VII (Central Visayas)
24333;Villa Teresita;Rural;1514;UBAY;BOHOL;REGION VII (Central Visayas)
24334;Bulilis;Rural;1705;UBAY;BOHOL;REGION VII (Central Visayas)
24335;California;Rural;713;UBAY;BOHOL;REGION VII (Central Visayas)
24336;Adlawan;Rural;491;VALENCIA;BOHOL;REGION VII (Central Visayas)
24337;Anas;Rural;1695;VALENCIA;BOHOL;REGION VII (Central Visayas)
24338;Anonang;Rural;948;VALENCIA;BOHOL;REGION VII (Central Visayas)
24339;Anoyon;Rural;610;VALENCIA;BOHOL;REGION VII (Central Visayas)
24340;Balingasao;Rural;724;VALENCIA;BOHOL;REGION VII (Central Visayas)
24341;Botong;Rural;740;VALENCIA;BOHOL;REGION VII (Central Visayas)
24342;Buyog;Rural;415;VALENCIA;BOHOL;REGION VII (Central Visayas)
24343;Canduao Occidental;Rural;816;VALENCIA;BOHOL;REGION VII (Central Visayas)
24344;Canduao Oriental;Rural;736;VALENCIA;BOHOL;REGION VII (Central Visayas)
24345;Canlusong;Rural;923;VALENCIA;BOHOL;REGION VII (Central Visayas)
24346;Canmanico;Rural;2055;VALENCIA;BOHOL;REGION VII (Central Visayas)
24347;Cansibao;Rural;919;VALENCIA;BOHOL;REGION VII (Central Visayas)
24348;Catug-a;Rural;438;VALENCIA;BOHOL;REGION VII (Central Visayas)
24349;Cutcutan;Rural;1021;VALENCIA;BOHOL;REGION VII (Central Visayas)
24350;Danao;Rural;580;VALENCIA;BOHOL;REGION VII (Central Visayas)
24351;Genoveva;Rural;554;VALENCIA;BOHOL;REGION VII (Central Visayas)
24352;Ginopolan (Ginopolan Proper);Rural;813;VALENCIA;BOHOL;REGION VII (Central Visayas)
24353;La Victoria;Rural;1045;VALENCIA;BOHOL;REGION VII (Central Visayas)
24354;Lantang;Rural;925;VALENCIA;BOHOL;REGION VII (Central Visayas)
24355;Limocon;Rural;434;VALENCIA;BOHOL;REGION VII (Central Visayas)
24356;Loctob;Rural;758;VALENCIA;BOHOL;REGION VII (Central Visayas)
24357;Magsaysay;Rural;613;VALENCIA;BOHOL;REGION VII (Central Visayas)
24358;Marawis;Rural;628;VALENCIA;BOHOL;REGION VII (Central Visayas)
24359;Maubo;Rural;496;VALENCIA;BOHOL;REGION VII (Central Visayas)
24360;Nailo;Rural;511;VALENCIA;BOHOL;REGION VII (Central Visayas)
24361;Omjon;Rural;1180;VALENCIA;BOHOL;REGION VII (Central Visayas)
24362;Pangi-an;Rural;422;VALENCIA;BOHOL;REGION VII (Central Visayas)
24363;Poblacion Occidental;Urban;1450;VALENCIA;BOHOL;REGION VII (Central Visayas)
24364;Poblacion Oriental;Rural;866;VALENCIA;BOHOL;REGION VII (Central Visayas)
24365;Simang;Rural;593;VALENCIA;BOHOL;REGION VII (Central Visayas)
24366;Taug;Rural;438;VALENCIA;BOHOL;REGION VII (Central Visayas)
24367;Tausion;Rural;757;VALENCIA;BOHOL;REGION VII (Central Visayas)
24368;Taytay;Rural;652;VALENCIA;BOHOL;REGION VII (Central Visayas)
24369;Ticum;Rural;777;VALENCIA;BOHOL;REGION VII (Central Visayas)
24370;Banderahan (Upper Ginopolan);Rural;1020;VALENCIA;BOHOL;REGION VII (Central Visayas)
24371;Bilangbilangan Dako;Urban;1861;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24372;Bilangbilangan Diot;Rural;635;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24373;Hingotanan East;Rural;1756;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24374;Hingotanan West;Urban;1689;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24375;Liberty;Urban;813;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24376;Malingin;Urban;1792;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24377;Mandawa;Urban;2078;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24378;Maomawan;Urban;1484;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24379;Nueva Esperanza;Urban;2047;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24380;Nueva Estrella;Urban;1320;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24381;Pinamgo;Urban;1830;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24382;Poblacion (Bien Unido);Urban;3109;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24383;Puerto San Pedro;Urban;919;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24384;Sagasa;Urban;1239;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24385;Tuboran;Urban;840;BIEN UNIDO;BOHOL;REGION VII (Central Visayas)
24386;Atabay;Rural;1740;ALCOY;CEBU;REGION VII (Central Visayas)
24387;Daan-Lungsod;Rural;1913;ALCOY;CEBU;REGION VII (Central Visayas)
24388;Guiwang;Rural;1322;ALCOY;CEBU;REGION VII (Central Visayas)
24389;Nug-as;Rural;2525;ALCOY;CEBU;REGION VII (Central Visayas)
24390;Pasol;Rural;1472;ALCOY;CEBU;REGION VII (Central Visayas)
24391;Poblacion;Urban;3051;ALCOY;CEBU;REGION VII (Central Visayas)
24392;Pugalo;Rural;1992;ALCOY;CEBU;REGION VII (Central Visayas)
24393;San Agustin;Rural;556;ALCOY;CEBU;REGION VII (Central Visayas)
24394;Compostela;Rural;1410;ALEGRIA;CEBU;REGION VII (Central Visayas)
24395;Guadalupe;Rural;2681;ALEGRIA;CEBU;REGION VII (Central Visayas)
24396;Legaspi;Rural;1342;ALEGRIA;CEBU;REGION VII (Central Visayas)
24397;Lepanto;Rural;1890;ALEGRIA;CEBU;REGION VII (Central Visayas)
24398;Madridejos;Rural;5367;ALEGRIA;CEBU;REGION VII (Central Visayas)
24399;Montpeller;Rural;1251;ALEGRIA;CEBU;REGION VII (Central Visayas)
24400;Poblacion;Urban;1929;ALEGRIA;CEBU;REGION VII (Central Visayas)
24401;Santa Filomena;Rural;2702;ALEGRIA;CEBU;REGION VII (Central Visayas)
24402;Valencia;Rural;3127;ALEGRIA;CEBU;REGION VII (Central Visayas)
24403;Angilan;Rural;2051;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24404;Bojo;Rural;1633;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24405;Bonbon;Rural;6235;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24406;Esperanza;Rural;1647;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24407;Kandingan;Rural;793;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24408;Kantabogon;Rural;1369;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24409;Kawasan;Rural;1846;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24410;Olango;Rural;1014;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24411;Poblacion;Urban;2606;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24412;Punay;Rural;1338;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24413;Rosario;Rural;1604;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24414;Saksak;Rural;886;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24415;Tampa-an;Rural;1449;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24416;Toyokon;Rural;590;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24417;Zaragosa;Rural;1103;ALOGUINSAN;CEBU;REGION VII (Central Visayas)
24418;Alambijud;Rural;1382;ARGAO;CEBU;REGION VII (Central Visayas)
24419;Anajao;Rural;792;ARGAO;CEBU;REGION VII (Central Visayas)
24420;Apo;Rural;624;ARGAO;CEBU;REGION VII (Central Visayas)
24421;Balaas;Rural;461;ARGAO;CEBU;REGION VII (Central Visayas)
24422;Balisong;Rural;1462;ARGAO;CEBU;REGION VII (Central Visayas)
24423;Binlod;Rural;2725;ARGAO;CEBU;REGION VII (Central Visayas)
24424;Bogo;Rural;3096;ARGAO;CEBU;REGION VII (Central Visayas)
24425;Butong;Rural;754;ARGAO;CEBU;REGION VII (Central Visayas)
24426;Bug-ot;Rural;754;ARGAO;CEBU;REGION VII (Central Visayas)
24427;Bulasa;Rural;3113;ARGAO;CEBU;REGION VII (Central Visayas)
24428;Calagasan;Rural;948;ARGAO;CEBU;REGION VII (Central Visayas)
24429;Canbantug;Rural;774;ARGAO;CEBU;REGION VII (Central Visayas)
24430;Canbanua;Rural;1975;ARGAO;CEBU;REGION VII (Central Visayas)
24431;Cansuje;Rural;2351;ARGAO;CEBU;REGION VII (Central Visayas)
24432;Capio-an;Rural;1007;ARGAO;CEBU;REGION VII (Central Visayas)
24433;Casay;Rural;731;ARGAO;CEBU;REGION VII (Central Visayas)
24434;Catang;Rural;480;ARGAO;CEBU;REGION VII (Central Visayas)
24435;Colawin;Rural;1113;ARGAO;CEBU;REGION VII (Central Visayas)
24436;Conalum;Rural;619;ARGAO;CEBU;REGION VII (Central Visayas)
24437;Guiwanon;Rural;1563;ARGAO;CEBU;REGION VII (Central Visayas)
24438;Gutlang;Rural;619;ARGAO;CEBU;REGION VII (Central Visayas)
24439;Jampang;Rural;1964;ARGAO;CEBU;REGION VII (Central Visayas)
24440;Jomgao;Rural;859;ARGAO;CEBU;REGION VII (Central Visayas)
24441;Lamacan;Urban;2136;ARGAO;CEBU;REGION VII (Central Visayas)
24442;Langtad;Rural;2551;ARGAO;CEBU;REGION VII (Central Visayas)
24443;Langub;Rural;956;ARGAO;CEBU;REGION VII (Central Visayas)
24444;Lapay;Rural;616;ARGAO;CEBU;REGION VII (Central Visayas)
24445;Lengigon;Rural;969;ARGAO;CEBU;REGION VII (Central Visayas)
24446;Linut-od;Rural;865;ARGAO;CEBU;REGION VII (Central Visayas)
24447;Mabasa;Rural;1281;ARGAO;CEBU;REGION VII (Central Visayas)
24448;Mandilikit;Rural;646;ARGAO;CEBU;REGION VII (Central Visayas)
24449;Mompeller;Rural;682;ARGAO;CEBU;REGION VII (Central Visayas)
24450;Panadtaran;Rural;541;ARGAO;CEBU;REGION VII (Central Visayas)
24451;Poblacion;Urban;5853;ARGAO;CEBU;REGION VII (Central Visayas)
